name,category,subcategory,text_to_embed
Mg4BeNi,Metal,Superalloy,Material Name: Mg4BeNi. Category: Metal. Subcategory: Superalloy. Formula: Mg4BeNi. Density: 2.441 g/cm3. Notes: JVASP-65024.
C3N4,Ceramic,Non-Oxide,Material Name: C3N4. Category: Ceramic. Subcategory: Non-Oxide. Formula: C3N4. Density: 3.707 g/cm3. Youngs Modulus: 874.8694600974718 GPa. Notes: JVASP-85272.
RbMnO3,Ceramic,Oxide,Material Name: RbMnO3. Category: Ceramic. Subcategory: Oxide. Formula: RbMnO3. Density: 5.461 g/cm3. Notes: JVASP-38319.
CeCu,Metal,Non-Ferrous,Material Name: CeCu. Category: Metal. Subcategory: Non-Ferrous. Formula: CeCu. Density: 8.289 g/cm3. Notes: JVASP-85558.
Li4MnF7,Ceramic,Mixed,Material Name: Li4MnF7. Category: Ceramic. Subcategory: Mixed. Formula: Li4MnF7. Density: 2.498 g/cm3. Youngs Modulus: 43.289097744360895 GPa. Notes: JVASP-48311.
TcBr3,Metal,Non-Ferrous,Material Name: TcBr3. Category: Metal. Subcategory: Non-Ferrous. Formula: TcBr3. Density: 5.138 g/cm3. Youngs Modulus: 22.956132346275872 GPa. Notes: JVASP-86155.
Ba2Hf7O16,Ceramic,Oxide,Material Name: Ba2Hf7O16. Category: Ceramic. Subcategory: Oxide. Formula: Ba2Hf7O16. Density: 9.069 g/cm3. Notes: JVASP-50399.
Na2SnO3,Ceramic,Oxide,Material Name: Na2SnO3. Category: Ceramic. Subcategory: Oxide. Formula: Na2SnO3. Density: 4.816 g/cm3. Notes: JVASP-49950.
TbHoCo4,Metal,Non-Ferrous,Material Name: TbHoCo4. Category: Metal. Subcategory: Non-Ferrous. Formula: TbHoCo4. Density: 10.376 g/cm3. Notes: JVASP-107738.
MgSn3,Metal,Non-Ferrous,Material Name: MgSn3. Category: Metal. Subcategory: Non-Ferrous. Formula: MgSn3. Density: 5.992 g/cm3. Notes: JVASP-90769.
VO2,Ceramic,Oxide,Material Name: VO2. Category: Ceramic. Subcategory: Oxide. Formula: VO2. Density: 4.103 g/cm3. Notes: JVASP-42541.
BaAl3P2H2O14,Ceramic,Oxide,Material Name: BaAl3P2H2O14. Category: Ceramic. Subcategory: Oxide. Formula: BaAl3P2H2O14. Density: 3.206 g/cm3. Notes: JVASP-88522.
PH2NO2,Unknown,,Material Name: PH2NO2. Category: Unknown. Formula: PH2NO2. Density: 2.001 g/cm3. Notes: JVASP-85786.
AsClF8,Unknown,,Material Name: AsClF8. Category: Unknown. Formula: AsClF8. Density: 3.074 g/cm3. Notes: JVASP-98719.
Li4Mn5O10,Ceramic,Oxide,Material Name: Li4Mn5O10. Category: Ceramic. Subcategory: Oxide. Formula: Li4Mn5O10. Density: 4.599 g/cm3. Notes: JVASP-48233.
CuWO4,Ceramic,Oxide,Material Name: CuWO4. Category: Ceramic. Subcategory: Oxide. Formula: CuWO4. Density: 7.599 g/cm3. Youngs Modulus: 150.40687821939588 GPa. Notes: JVASP-89267.
Sr2CoO3,Ceramic,Oxide,Material Name: Sr2CoO3. Category: Ceramic. Subcategory: Oxide. Formula: Sr2CoO3. Density: 5.181 g/cm3. Notes: JVASP-85714.
Ho5CoSb2,Metal,Non-Ferrous,Material Name: Ho5CoSb2. Category: Metal. Subcategory: Non-Ferrous. Formula: Ho5CoSb2. Density: 9.129 g/cm3. Notes: JVASP-98039.
K2FeCuC6N6,Ceramic,Nitride,Material Name: K2FeCuC6N6. Category: Ceramic. Subcategory: Nitride. Formula: K2FeCuC6N6. Density: 2.368 g/cm3. Notes: JVASP-85366.
TlCuHCO4,Ceramic,Oxide,Material Name: TlCuHCO4. Category: Ceramic. Subcategory: Oxide. Formula: TlCuHCO4. Density: 5.409 g/cm3. Notes: JVASP-98935.
LiCoOF2,Ceramic,Oxide,Material Name: LiCoOF2. Category: Ceramic. Subcategory: Oxide. Formula: LiCoOF2. Density: 4.102 g/cm3. Notes: JVASP-42722.
Na2BiO3,Ceramic,Oxide,Material Name: Na2BiO3. Category: Ceramic. Subcategory: Oxide. Formula: Na2BiO3. Density: 5.951 g/cm3. Notes: JVASP-42222.
MgPbO3,Ceramic,Oxide,Material Name: MgPbO3. Category: Ceramic. Subcategory: Oxide. Formula: MgPbO3. Density: 7.212 g/cm3. Youngs Modulus: 23.33765058211358 GPa. Notes: JVASP-38614.
MoBr3,Metal,Non-Ferrous,Material Name: MoBr3. Category: Metal. Subcategory: Non-Ferrous. Formula: MoBr3. Density: 4.977 g/cm3. Notes: JVASP-22722.
K2Ga3,Metal,Non-Ferrous,Material Name: K2Ga3. Category: Metal. Subcategory: Non-Ferrous. Formula: K2Ga3. Density: 3.459 g/cm3. Notes: JVASP-86679.
Ba4SnSe,Metal,Non-Ferrous,Material Name: Ba4SnSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4SnSe. Density: 5.247 g/cm3. Notes: JVASP-64133.
ErAlCu,Metal,Non-Ferrous,Material Name: ErAlCu. Category: Metal. Subcategory: Non-Ferrous. Formula: ErAlCu. Density: 7.632 g/cm3. Notes: JVASP-90169.
MgBe2Mo,Metal,Non-Ferrous,Material Name: MgBe2Mo. Category: Metal. Subcategory: Non-Ferrous. Formula: MgBe2Mo. Density: 4.469 g/cm3. Youngs Modulus: 100.82672215142138 GPa. Notes: JVASP-64910.
Ba4TePd,Metal,Non-Ferrous,Material Name: Ba4TePd. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TePd. Density: 5.524 g/cm3. Notes: JVASP-63917.
Al2Au,Metal,Non-Ferrous,Material Name: Al2Au. Category: Metal. Subcategory: Non-Ferrous. Formula: Al2Au. Density: 7.498 g/cm3. Youngs Modulus: 109.50101993457658 GPa. Notes: JVASP-14998.
Si2Ni6B,Ceramic,Boride,Material Name: Si2Ni6B. Category: Ceramic. Subcategory: Boride. Formula: Si2Ni6B. Density: 7.406 g/cm3. Youngs Modulus: 220.2449384619737 GPa. Notes: JVASP-15432.
VCu3Se4,Metal,Non-Ferrous,Material Name: VCu3Se4. Category: Metal. Subcategory: Non-Ferrous. Formula: VCu3Se4. Density: 5.258 g/cm3. Notes: JVASP-3489.
H9BrO4,Unknown,,Material Name: H9BrO4. Category: Unknown. Formula: H9BrO4. Density: 1.84 g/cm3. Notes: JVASP-97503.
MoW3Se4S4,Ceramic,Mixed,Material Name: MoW3Se4S4. Category: Ceramic. Subcategory: Mixed. Formula: MoW3Se4S4. Density: 5.703 g/cm3. Notes: JVASP-28964.
Se,Ceramic,Elemental,Material Name: Se. Category: Ceramic. Subcategory: Elemental. Formula: Se. Density: 5.717 g/cm3. Youngs Modulus: 48.69793356003138 GPa. Notes: JVASP-14915.
Ba4CoSn,Metal,Non-Ferrous,Material Name: Ba4CoSn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CoSn. Density: 5.052 g/cm3. Notes: JVASP-64008.
Ti2InCo,Metal,Non-Ferrous,Material Name: Ti2InCo. Category: Metal. Subcategory: Non-Ferrous. Formula: Ti2InCo. Density: 7.064 g/cm3. Youngs Modulus: 52.49638664499187 GPa. Notes: JVASP-37046.
CaNi3P4O14,Ceramic,Oxide,Material Name: CaNi3P4O14. Category: Ceramic. Subcategory: Oxide. Formula: CaNi3P4O14. Density: 3.846 g/cm3. Notes: JVASP-87905.
ZnFeRh2,Metal,Ferrous,Material Name: ZnFeRh2. Category: Metal. Subcategory: Ferrous. Formula: ZnFeRh2. Density: 10.004 g/cm3. Notes: JVASP-38764.
HeSiO2,Unknown,,Material Name: HeSiO2. Category: Unknown. Formula: HeSiO2. Density: 2.189 g/cm3. Notes: JVASP-98448.
Ba3Ta6Si4O23,Ceramic,Oxide,Material Name: Ba3Ta6Si4O23. Category: Ceramic. Subcategory: Oxide. Formula: Ba3Ta6Si4O23. Density: 5.971 g/cm3. Notes: JVASP-88123.
Mg7Fe,Metal,Ferrous,Material Name: Mg7Fe. Category: Metal. Subcategory: Ferrous. Formula: Mg7Fe. Density: 2.295 g/cm3. Youngs Modulus: 63.86612014690451 GPa. Notes: JVASP-91891.
Ba4ZnIn,Metal,Non-Ferrous,Material Name: Ba4ZnIn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ZnIn. Density: 4.668 g/cm3. Notes: JVASP-64588.
RbTlO3,Ceramic,Oxide,Material Name: RbTlO3. Category: Ceramic. Subcategory: Oxide. Formula: RbTlO3. Density: 6.557 g/cm3. Notes: JVASP-38283.
TePdO3,Ceramic,Oxide,Material Name: TePdO3. Category: Ceramic. Subcategory: Oxide. Formula: TePdO3. Density: 6.985 g/cm3. Notes: JVASP-37407.
SeS,Unknown,,Material Name: SeS. Category: Unknown. Formula: SeS. Density: 4.553 g/cm3. Youngs Modulus: 40.122951558085255 GPa. Notes: JVASP-14958.
Ta2Be2O5,Ceramic,Oxide,Material Name: Ta2Be2O5. Category: Ceramic. Subcategory: Oxide. Formula: Ta2Be2O5. Density: 9.59 g/cm3. Notes: JVASP-37424.
KHfO3,Ceramic,Oxide,Material Name: KHfO3. Category: Ceramic. Subcategory: Oxide. Formula: KHfO3. Density: 6.119 g/cm3. Notes: JVASP-36897.
MnO3,Ceramic,Oxide,Material Name: MnO3. Category: Ceramic. Subcategory: Oxide. Formula: MnO3. Density: 4.418 g/cm3. Notes: JVASP-90431.
TaSe2,Metal,Non-Ferrous,Material Name: TaSe2. Category: Metal. Subcategory: Non-Ferrous. Formula: TaSe2. Density: 8.34 g/cm3. Youngs Modulus: 80.13382337387627 GPa. Notes: JVASP-589.
Ba4GeBi,Metal,Non-Ferrous,Material Name: Ba4GeBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4GeBi. Density: 5.726 g/cm3. Notes: JVASP-63969.
Rb6Si2O7,Ceramic,Oxide,Material Name: Rb6Si2O7. Category: Ceramic. Subcategory: Oxide. Formula: Rb6Si2O7. Density: 3.944 g/cm3. Notes: JVASP-98363.
H4N2O3,Unknown,,Material Name: H4N2O3. Category: Unknown. Formula: H4N2O3. Density: 1.802 g/cm3. Notes: JVASP-98301.
NbFeO4,Ceramic,Oxide,Material Name: NbFeO4. Category: Ceramic. Subcategory: Oxide. Formula: NbFeO4. Density: 4.628 g/cm3. Notes: JVASP-43030.
Ba4HfTl,Metal,Non-Ferrous,Material Name: Ba4HfTl. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HfTl. Density: 6.164 g/cm3. Notes: JVASP-64462.
SrLiCoF6,Ceramic,Mixed,Material Name: SrLiCoF6. Category: Ceramic. Subcategory: Mixed. Formula: SrLiCoF6. Density: 3.845 g/cm3. Notes: JVASP-88159.
VClO,Ceramic,Oxide,Material Name: VClO. Category: Ceramic. Subcategory: Oxide. Formula: VClO. Density: 3.46 g/cm3. Youngs Modulus: 2.722888044431453 GPa. Notes: JVASP-3753.
Fe3O4,Ceramic,Oxide,Material Name: Fe3O4. Category: Ceramic. Subcategory: Oxide. Formula: Fe3O4. Density: 5.694 g/cm3. Notes: JVASP-87334.
Nd4Ge3S12,Ceramic,Mixed,Material Name: Nd4Ge3S12. Category: Ceramic. Subcategory: Mixed. Formula: Nd4Ge3S12. Density: 4.509 g/cm3. Notes: JVASP-97633.
SmInNi,Metal,Superalloy,Material Name: SmInNi. Category: Metal. Subcategory: Superalloy. Formula: SmInNi. Density: 8.552 g/cm3. Notes: JVASP-89905.
PuTaC2,Ceramic,Carbide,Material Name: PuTaC2. Category: Ceramic. Subcategory: Carbide. Formula: PuTaC2. Density: 14.244 g/cm3. Notes: JVASP-107743.
Nb5As4Pd4,Metal,Non-Ferrous,Material Name: Nb5As4Pd4. Category: Metal. Subcategory: Non-Ferrous. Formula: Nb5As4Pd4. Density: 9.163 g/cm3. Notes: JVASP-86978.
BaH4O6,Ceramic,Oxide,Material Name: BaH4O6. Category: Ceramic. Subcategory: Oxide. Formula: BaH4O6. Density: 3.322 g/cm3. Notes: JVASP-97506.
FeAgSe2,Metal,Ferrous,Material Name: FeAgSe2. Category: Metal. Subcategory: Ferrous. Formula: FeAgSe2. Density: 5.643 g/cm3. Notes: JVASP-90438.
SmZrF7,Ceramic,Mixed,Material Name: SmZrF7. Category: Ceramic. Subcategory: Mixed. Formula: SmZrF7. Density: 4.382 g/cm3. Notes: JVASP-97342.
RbFeSe2,Metal,Ferrous,Material Name: RbFeSe2. Category: Metal. Subcategory: Ferrous. Formula: RbFeSe2. Density: 4.42 g/cm3. Notes: JVASP-90539.
CuO,Ceramic,Oxide,Material Name: CuO. Category: Ceramic. Subcategory: Oxide. Formula: CuO. Density: 4.039 g/cm3. Youngs Modulus: 1.1613628620102214 GPa. Notes: JVASP-91612.
RbFeS2,Ceramic,Mixed,Material Name: RbFeS2. Category: Ceramic. Subcategory: Mixed. Formula: RbFeS2. Density: 3.5 g/cm3. Youngs Modulus: 37.13987232807816 GPa. Notes: JVASP-91750.
PaNi3,Metal,Non-Ferrous,Material Name: PaNi3. Category: Metal. Subcategory: Non-Ferrous. Formula: PaNi3. Density: 11.502 g/cm3. Youngs Modulus: 137.17842473235746 GPa. Notes: JVASP-91993.
Ba4ZnTe,Metal,Non-Ferrous,Material Name: Ba4ZnTe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ZnTe. Density: 4.805 g/cm3. Notes: JVASP-64544.
Ba4CoCl,Ceramic,Mixed,Material Name: Ba4CoCl. Category: Ceramic. Subcategory: Mixed. Formula: Ba4CoCl. Density: 4.461 g/cm3. Notes: JVASP-64803.
Ba4MgPd,Metal,Non-Ferrous,Material Name: Ba4MgPd. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgPd. Density: 4.54 g/cm3. Notes: JVASP-64203.
ZrBe2Cr,Metal,Non-Ferrous,Material Name: ZrBe2Cr. Category: Metal. Subcategory: Non-Ferrous. Formula: ZrBe2Cr. Density: 5.084 g/cm3. Youngs Modulus: 83.4251045413973 GPa. Notes: JVASP-64878.
Rb2PtCl6,Ceramic,Mixed,Material Name: Rb2PtCl6. Category: Ceramic. Subcategory: Mixed. Formula: Rb2PtCl6. Density: 3.988 g/cm3. Youngs Modulus: 26.92766132588564 GPa. Notes: JVASP-3657.
ZrBePb4,Metal,Non-Ferrous,Material Name: ZrBePb4. Category: Metal. Subcategory: Non-Ferrous. Formula: ZrBePb4. Density: 8.886 g/cm3. Notes: JVASP-65073.
BaH2C2O4,Ceramic,Oxide,Material Name: BaH2C2O4. Category: Ceramic. Subcategory: Oxide. Formula: BaH2C2O4. Density: 3.265 g/cm3. Notes: JVASP-98620.
TmSi2Ni2,Ceramic,Mixed,Material Name: TmSi2Ni2. Category: Ceramic. Subcategory: Mixed. Formula: TmSi2Ni2. Density: 7.676 g/cm3. Notes: JVASP-15389.
HfReSi,Ceramic,Mixed,Material Name: HfReSi. Category: Ceramic. Subcategory: Mixed. Formula: HfReSi. Density: 13.619 g/cm3. Notes: JVASP-89977.
KPSe6,Ceramic,Mixed,Material Name: KPSe6. Category: Ceramic. Subcategory: Mixed. Formula: KPSe6. Density: 4.047 g/cm3. Notes: JVASP-97998.
CaZn3Se4,Metal,Non-Ferrous,Material Name: CaZn3Se4. Category: Metal. Subcategory: Non-Ferrous. Formula: CaZn3Se4. Density: 4.391 g/cm3. Youngs Modulus: 33.09671548501746 GPa. Notes: JVASP-91944.
DyInCo2,Metal,Non-Ferrous,Material Name: DyInCo2. Category: Metal. Subcategory: Non-Ferrous. Formula: DyInCo2. Density: 9.253 g/cm3. Notes: JVASP-90631.
ZrUN2,Ceramic,Nitride,Material Name: ZrUN2. Category: Ceramic. Subcategory: Nitride. Formula: ZrUN2. Density: 11.188 g/cm3. Youngs Modulus: 323.94948494885887 GPa. Notes: JVASP-91852.
TlNO2,Ceramic,Oxide,Material Name: TlNO2. Category: Ceramic. Subcategory: Oxide. Formula: TlNO2. Density: 6.138 g/cm3. Youngs Modulus: 26.40964689749743 GPa. Notes: JVASP-53082.
SmGePt,Metal,Non-Ferrous,Material Name: SmGePt. Category: Metal. Subcategory: Non-Ferrous. Formula: SmGePt. Density: 11.327 g/cm3. Notes: JVASP-97390.
YbCO3,Ceramic,Oxide,Material Name: YbCO3. Category: Ceramic. Subcategory: Oxide. Formula: YbCO3. Density: 6.511 g/cm3. Notes: JVASP-50695.
Ba4NaW,Metal,Non-Ferrous,Material Name: Ba4NaW. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4NaW. Density: 5.177 g/cm3. Notes: JVASP-64017.
LiMnF4,Ceramic,Mixed,Material Name: LiMnF4. Category: Ceramic. Subcategory: Mixed. Formula: LiMnF4. Density: 3.591 g/cm3. Notes: JVASP-48653.
Rb4Zr3Te16,Metal,Non-Ferrous,Material Name: Rb4Zr3Te16. Category: Metal. Subcategory: Non-Ferrous. Formula: Rb4Zr3Te16. Density: 5.281 g/cm3. Notes: JVASP-98046.
Tm4B6O15,Ceramic,Oxide,Material Name: Tm4B6O15. Category: Ceramic. Subcategory: Oxide. Formula: Tm4B6O15. Density: 4.585 g/cm3. Notes: JVASP-50404.
CeMgAg,Metal,Non-Ferrous,Material Name: CeMgAg. Category: Metal. Subcategory: Non-Ferrous. Formula: CeMgAg. Density: 6.207 g/cm3. Notes: JVASP-90046.
Li2Co4O7F,Ceramic,Oxide,Material Name: Li2Co4O7F. Category: Ceramic. Subcategory: Oxide. Formula: Li2Co4O7F. Density: 4.853 g/cm3. Notes: JVASP-42308.
Ba4CdHg,Metal,Non-Ferrous,Material Name: Ba4CdHg. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CdHg. Density: 5.477 g/cm3. Youngs Modulus: 1.418978102189781 GPa. Notes: JVASP-64144.
TiCd,Metal,Non-Ferrous,Material Name: TiCd. Category: Metal. Subcategory: Non-Ferrous. Formula: TiCd. Density: 7.025 g/cm3. Youngs Modulus: 96.93800225617886 GPa. Notes: JVASP-18656.
Ca2AlH10ClO8,Ceramic,Oxide,Material Name: Ca2AlH10ClO8. Category: Ceramic. Subcategory: Oxide. Formula: Ca2AlH10ClO8. Density: 1.794 g/cm3. Notes: JVASP-97930.
Ba4TiMn,Metal,Non-Ferrous,Material Name: Ba4TiMn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TiMn. Density: 4.6 g/cm3. Notes: JVASP-63926.
Nb5Si3,Ceramic,Mixed,Material Name: Nb5Si3. Category: Ceramic. Subcategory: Mixed. Formula: Nb5Si3. Density: 6.951 g/cm3. Notes: JVASP-98190.
Ce2Si2O7,Ceramic,Oxide,Material Name: Ce2Si2O7. Category: Ceramic. Subcategory: Oxide. Formula: Ce2Si2O7. Density: 4.798 g/cm3. Notes: JVASP-97755.
Ba4NbPb,Metal,Non-Ferrous,Material Name: Ba4NbPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4NbPb. Density: 5.739 g/cm3. Notes: JVASP-64266.
EuIn2,Metal,Non-Ferrous,Material Name: EuIn2. Category: Metal. Subcategory: Non-Ferrous. Formula: EuIn2. Density: 8.126 g/cm3. Notes: JVASP-85565.
LiAlB14,Ceramic,Boride,Material Name: LiAlB14. Category: Ceramic. Subcategory: Boride. Formula: LiAlB14. Density: 2.498 g/cm3. Notes: JVASP-88373.
ErAgGe,Metal,Non-Ferrous,Material Name: ErAgGe. Category: Metal. Subcategory: Non-Ferrous. Formula: ErAgGe. Density: 9.508 g/cm3. Notes: JVASP-86278.
K2NdP5O15,Ceramic,Oxide,Material Name: K2NdP5O15. Category: Ceramic. Subcategory: Oxide. Formula: K2NdP5O15. Density: 3.179 g/cm3. Notes: JVASP-97442.
MnBiSe2I,Metal,Non-Ferrous,Material Name: MnBiSe2I. Category: Metal. Subcategory: Non-Ferrous. Formula: MnBiSe2I. Density: 6.554 g/cm3. Notes: JVASP-86211.
Ba4FeSn,Metal,Ferrous,Material Name: Ba4FeSn. Category: Metal. Subcategory: Ferrous. Formula: Ba4FeSn. Density: 5.086 g/cm3. Notes: JVASP-64057.
Ag2Se,Metal,Non-Ferrous,Material Name: Ag2Se. Category: Metal. Subcategory: Non-Ferrous. Formula: Ag2Se. Density: 7.529 g/cm3. Notes: JVASP-22648.
Ba3Li4Sn8,Metal,Non-Ferrous,Material Name: Ba3Li4Sn8. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba3Li4Sn8. Density: 5.4 g/cm3. Notes: JVASP-98735.
ZrBe2Nb,Metal,Non-Ferrous,Material Name: ZrBe2Nb. Category: Metal. Subcategory: Non-Ferrous. Formula: ZrBe2Nb. Density: 5.633 g/cm3. Notes: JVASP-64956.
AlFe2,Metal,Ferrous,Material Name: AlFe2. Category: Metal. Subcategory: Ferrous. Formula: AlFe2. Density: 6.232 g/cm3. Notes: JVASP-18825.
BaCaBr,Metal,Non-Ferrous,Material Name: BaCaBr. Category: Metal. Subcategory: Non-Ferrous. Formula: BaCaBr. Density: 2.914 g/cm3. Youngs Modulus: -173.6151904243744 GPa. Notes: JVASP-64334.
Ba4LiNb,Metal,Non-Ferrous,Material Name: Ba4LiNb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4LiNb. Density: 4.046 g/cm3. Youngs Modulus: 6.095049504950496 GPa. Notes: JVASP-64739.
BeCo4Ru,Metal,Non-Ferrous,Material Name: BeCo4Ru. Category: Metal. Subcategory: Non-Ferrous. Formula: BeCo4Ru. Density: 8.231 g/cm3. Youngs Modulus: 162.14821189003328 GPa. Notes: JVASP-64994.
V6O11F,Ceramic,Oxide,Material Name: V6O11F. Category: Ceramic. Subcategory: Oxide. Formula: V6O11F. Density: 4.559 g/cm3. Notes: JVASP-42544.
NaGe2P3O12,Ceramic,Oxide,Material Name: NaGe2P3O12. Category: Ceramic. Subcategory: Oxide. Formula: NaGe2P3O12. Density: 3.642 g/cm3. Notes: JVASP-98239.
Sm2Co7B3,Ceramic,Boride,Material Name: Sm2Co7B3. Category: Ceramic. Subcategory: Boride. Formula: Sm2Co7B3. Density: 8.735 g/cm3. Notes: JVASP-98505.
BeInSn,Metal,Non-Ferrous,Material Name: BeInSn. Category: Metal. Subcategory: Non-Ferrous. Formula: BeInSn. Density: 6.247 g/cm3. Youngs Modulus: 27.160255001099145 GPa. Notes: JVASP-65109.
CoSbO4,Ceramic,Oxide,Material Name: CoSbO4. Category: Ceramic. Subcategory: Oxide. Formula: CoSbO4. Density: 5.718 g/cm3. Youngs Modulus: 196.8791894600652 GPa. Notes: JVASP-43066.
YBrO,Ceramic,Oxide,Material Name: YBrO. Category: Ceramic. Subcategory: Oxide. Formula: YBrO. Density: 4.863 g/cm3. Youngs Modulus: 64.79582891523204 GPa. Notes: JVASP-12049.
Sn2BF7,Ceramic,Boride,Material Name: Sn2BF7. Category: Ceramic. Subcategory: Boride. Formula: Sn2BF7. Density: 4.074 g/cm3. Notes: JVASP-97814.
CaZr4P6O24,Ceramic,Oxide,Material Name: CaZr4P6O24. Category: Ceramic. Subcategory: Oxide. Formula: CaZr4P6O24. Density: 3.146 g/cm3. Notes: JVASP-97864.
FeH3,Metal,Ferrous,Material Name: FeH3. Category: Metal. Subcategory: Ferrous. Formula: FeH3. Density: 5.474 g/cm3. Youngs Modulus: 8.7749530956848 GPa. Notes: JVASP-90860.
FeCu2GeSe4,Metal,Ferrous,Material Name: FeCu2GeSe4. Category: Metal. Subcategory: Ferrous. Formula: FeCu2GeSe4. Density: 5.348 g/cm3. Youngs Modulus: 60.51529307544663 GPa. Notes: JVASP-90718.
Li3SbS4,Ceramic,Mixed,Material Name: Li3SbS4. Category: Ceramic. Subcategory: Mixed. Formula: Li3SbS4. Density: 2.051 g/cm3. Youngs Modulus: 17.130143540669856 GPa. Notes: JVASP-42666.
LiFeO2,Ceramic,Oxide,Material Name: LiFeO2. Category: Ceramic. Subcategory: Oxide. Formula: LiFeO2. Density: 4.768 g/cm3. Notes: JVASP-48101.
N,Ceramic,Elemental,Material Name: N. Category: Ceramic. Subcategory: Elemental. Formula: N. Density: 0.683 g/cm3. Youngs Modulus: -22.64224832214765 GPa. Notes: JVASP-1759.
PrYMg2,Metal,Non-Ferrous,Material Name: PrYMg2. Category: Metal. Subcategory: Non-Ferrous. Formula: PrYMg2. Density: 4.122 g/cm3. Notes: JVASP-107744.
Ba4NbSn,Metal,Non-Ferrous,Material Name: Ba4NbSn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4NbSn. Density: 5.221 g/cm3. Notes: JVASP-64105.
NdAl2Ga2,Metal,Non-Ferrous,Material Name: NdAl2Ga2. Category: Metal. Subcategory: Non-Ferrous. Formula: NdAl2Ga2. Density: 5.621 g/cm3. Notes: JVASP-86037.
Ba4ZnSb,Metal,Non-Ferrous,Material Name: Ba4ZnSb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ZnSb. Density: 4.873 g/cm3. Notes: JVASP-64547.
Ba4TcSb,Metal,Non-Ferrous,Material Name: Ba4TcSb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TcSb. Density: 5.456 g/cm3. Notes: JVASP-63970.
Ba4SrRu,Metal,Non-Ferrous,Material Name: Ba4SrRu. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4SrRu. Density: 4.72 g/cm3. Notes: JVASP-64612.
Ba4HfIn,Metal,Non-Ferrous,Material Name: Ba4HfIn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HfIn. Density: 5.615 g/cm3. Notes: JVASP-64684.
PbS,Ceramic,Mixed,Material Name: PbS. Category: Ceramic. Subcategory: Mixed. Formula: PbS. Density: 7.218 g/cm3. Youngs Modulus: 52.06274690886888 GPa. Notes: JVASP-28356.
Mn3O2F4,Ceramic,Oxide,Material Name: Mn3O2F4. Category: Ceramic. Subcategory: Oxide. Formula: Mn3O2F4. Density: 4.332 g/cm3. Notes: JVASP-42726.
CeMgPt,Metal,Non-Ferrous,Material Name: CeMgPt. Category: Metal. Subcategory: Non-Ferrous. Formula: CeMgPt. Density: 9.021 g/cm3. Notes: JVASP-87915.
SrHfMg6,Metal,Non-Ferrous,Material Name: SrHfMg6. Category: Metal. Subcategory: Non-Ferrous. Formula: SrHfMg6. Density: 3.467 g/cm3. Notes: JVASP-92203.
Na2O,Ceramic,Oxide,Material Name: Na2O. Category: Ceramic. Subcategory: Oxide. Formula: Na2O. Density: 2.633 g/cm3. Youngs Modulus: 78.74326955692177 GPa. Notes: JVASP-43637.
RbMg7,Metal,Non-Ferrous,Material Name: RbMg7. Category: Metal. Subcategory: Non-Ferrous. Formula: RbMg7. Density: 1.876 g/cm3. Notes: JVASP-91894.
Sr3Fe2O7,Ceramic,Oxide,Material Name: Sr3Fe2O7. Category: Ceramic. Subcategory: Oxide. Formula: Sr3Fe2O7. Density: 5.505 g/cm3. Notes: JVASP-97343.
Ho4CdRh,Metal,Non-Ferrous,Material Name: Ho4CdRh. Category: Metal. Subcategory: Non-Ferrous. Formula: Ho4CdRh. Density: 9.581 g/cm3. Notes: JVASP-98818.
UO2,Unknown,,Material Name: UO2. Category: Unknown. Formula: UO2. Density: 11.253 g/cm3. Youngs Modulus: 256.6820424819812 GPa. Notes: JVASP-1222.
Ba4MoSe,Metal,Non-Ferrous,Material Name: Ba4MoSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MoSe. Density: 5.043 g/cm3. Youngs Modulus: 0.7163727959697732 GPa. Notes: JVASP-64391.
K2Ca3Si3O10,Ceramic,Oxide,Material Name: K2Ca3Si3O10. Category: Ceramic. Subcategory: Oxide. Formula: K2Ca3Si3O10. Density: 2.996 g/cm3. Notes: JVASP-98452.
LiFe2F5,Ceramic,Mixed,Material Name: LiFe2F5. Category: Ceramic. Subcategory: Mixed. Formula: LiFe2F5. Density: 3.798 g/cm3. Notes: JVASP-44082.
